,"X,Y,Z,Sequence"
14607,"-0.36758583784103394,5.753939151763916,7.841759204864502,1460"
14608,"-0.36758583784103394,5.753939151763916,7.841759204864502,1460"
14609,"-0.36758583784103394,5.753939151763916,7.841759204864502,1460"
14610,"-0.36758583784103394,5.753939151763916,7.841759204864502,1461"
14611,"-0.36758583784103394,5.753939151763916,7.841759204864502,1461"
14612,"-0.36758583784103394,5.753939151763916,7.841759204864502,1461"
14613,"-0.36758583784103394,5.753939151763916,7.841759204864502,1461"
14614,"-0.36758583784103394,5.753939151763916,7.841759204864502,1461"
14615,"-0.36758583784103394,5.753939151763916,7.841759204864502,1461"
14616,"-0.36758583784103394,5.753939151763916,7.841759204864502,1461"
14617,"-0.36758583784103394,5.753939151763916,7.841759204864502,1461"
14618,"-0.36758583784103394,5.753939151763916,7.841759204864502,1461"
14619,"-0.36758583784103394,5.753939151763916,7.841759204864502,1461"
14620,"-0.36758583784103394,5.753939151763916,7.841759204864502,1462"
14621,"-0.36758583784103394,5.753939151763916,7.841759204864502,1462"
14622,"-0.36758583784103394,5.753939151763916,7.841759204864502,1462"
14623,"-0.36758583784103394,5.753939151763916,7.841759204864502,1462"
14624,"-0.36758583784103394,5.753939151763916,7.841759204864502,1462"
14625,"-0.36758583784103394,5.753939151763916,7.841759204864502,1462"
14626,"-0.36758583784103394,5.753939151763916,7.841759204864502,1462"
14627,"-0.36758583784103394,5.753939151763916,7.841759204864502,1462"
14628,"-0.36758583784103394,5.753939151763916,7.841759204864502,1462"
14629,"-0.36758583784103394,5.753939151763916,7.841759204864502,1462"
14630,"-0.36758583784103394,5.753939151763916,7.841759204864502,1463"
14631,"-0.36758583784103394,5.753939151763916,7.841759204864502,1463"
14632,"-0.36758583784103394,5.753939151763916,7.841759204864502,1463"
14633,"-0.36758583784103394,5.753939151763916,7.841759204864502,1463"
14634,"-0.36758583784103394,5.753939151763916,7.841759204864502,1463"
14635,"-0.36758583784103394,5.753939151763916,7.841759204864502,1463"
14636,"-0.36758583784103394,5.753939151763916,7.841759204864502,1463"
14637,"-0.36758583784103394,5.753939151763916,7.841759204864502,1463"
14638,"-0.36758583784103394,5.753939151763916,7.841759204864502,1463"
14639,"-0.36758583784103394,5.753939151763916,7.841759204864502,1463"
14640,"-0.36758583784103394,5.753939151763916,7.841759204864502,1464"
14641,"-0.36758583784103394,5.753939151763916,7.841759204864502,1464"
14642,"-0.36758583784103394,5.753939151763916,7.841759204864502,1464"
14643,"-0.36758583784103394,5.753939151763916,7.841759204864502,1464"
14644,"-0.36758583784103394,5.753939151763916,7.841759204864502,1464"
14645,"-0.36758583784103394,5.753939151763916,7.841759204864502,1464"
14646,"-0.36758583784103394,5.753939151763916,7.841759204864502,1464"
14647,"-0.36758583784103394,5.753939151763916,7.841759204864502,1464"
14648,"-0.36758583784103394,5.753939151763916,7.841759204864502,1464"
14649,"-0.36758583784103394,5.753939151763916,7.841759204864502,1464"
14650,"-0.36758583784103394,5.753939151763916,7.841759204864502,1465"
14651,"-0.36758583784103394,5.753939151763916,7.841759204864502,1465"
14652,"-0.36758583784103394,5.753939151763916,7.841759204864502,1465"
14653,"-0.36758583784103394,5.753939151763916,7.841759204864502,1465"
14654,"-0.36758583784103394,5.753939151763916,7.841759204864502,1465"
14655,"-0.36758583784103394,5.753939151763916,7.841759204864502,1465"
14656,"-0.36758583784103394,5.753939151763916,7.841759204864502,1465"
14657,"-0.36758583784103394,5.753939151763916,7.841759204864502,1465"
14658,"-0.36758583784103394,5.753939151763916,7.841759204864502,1465"
14659,"-0.36758583784103394,5.753939151763916,7.841759204864502,1465"
14660,"-0.36758583784103394,5.753939151763916,7.841759204864502,1466"
14661,"-0.36758583784103394,5.753939151763916,7.841759204864502,1466"
14662,"-0.36758583784103394,5.753939151763916,7.841759204864502,1466"
14663,"-0.36758583784103394,5.753939151763916,7.841759204864502,1466"
14664,"-0.36758583784103394,5.753939151763916,7.841759204864502,1466"
14665,"-0.36758583784103394,5.753939151763916,7.841759204864502,1466"
14666,"-0.36758583784103394,5.753939151763916,7.841759204864502,1466"
14667,"-0.36758583784103394,5.753939151763916,7.841759204864502,1466"
14668,"-0.36758583784103394,5.753939151763916,7.841759204864502,1466"
14669,"-0.36758583784103394,5.753939151763916,7.841759204864502,1466"
14670,"-0.36758583784103394,5.753939151763916,7.841759204864502,1467"
14671,"-0.36758583784103394,5.753939151763916,7.841759204864502,1467"
14672,"-0.36758583784103394,5.753939151763916,7.841759204864502,1467"
14673,"-0.36758583784103394,5.753939151763916,7.841759204864502,1467"
14674,"-0.36758583784103394,5.753939151763916,7.841759204864502,1467"
14675,"-0.36758583784103394,5.753939151763916,7.841759204864502,1467"
14676,"-0.36758583784103394,5.753939151763916,7.841759204864502,1467"
14677,"-0.36758583784103394,5.753939151763916,7.841759204864502,1467"
14678,"-0.36758583784103394,5.753939151763916,7.841759204864502,1467"
14679,"-0.36758583784103394,5.753939151763916,7.841759204864502,1467"
14680,"-0.36758583784103394,5.753939151763916,7.841759204864502,1468"
14681,"-0.36758583784103394,5.753939151763916,7.841759204864502,1468"
14682,"-0.36758583784103394,5.753939151763916,7.841759204864502,1468"
14683,"-0.36758583784103394,5.753939151763916,7.841759204864502,1468"
14684,"-0.36758583784103394,5.753939151763916,7.841759204864502,1468"
14685,"-0.36758583784103394,5.753939151763916,7.841759204864502,1468"
14686,"-0.36758583784103394,5.753939151763916,7.841759204864502,1468"
14687,"-0.36758583784103394,5.753939151763916,7.841759204864502,1468"
14688,"-0.36758583784103394,5.753939151763916,7.841759204864502,1468"
14689,"-0.36758583784103394,5.753939151763916,7.841759204864502,1468"
14690,"-0.36758583784103394,5.753939151763916,7.841759204864502,1469"
14691,"-0.36758583784103394,5.753939151763916,7.841759204864502,1469"
14692,"-0.36758583784103394,5.753939151763916,7.841759204864502,1469"
14693,"-0.36758583784103394,5.753939151763916,7.841759204864502,1469"
14694,"-0.36758583784103394,5.753939151763916,7.841759204864502,1469"
14695,"-0.36758583784103394,5.753939151763916,7.841759204864502,1469"
14696,"-0.36758583784103394,5.753939151763916,7.841759204864502,1469"
14697,"-0.36758583784103394,5.753939151763916,7.841759204864502,1469"
14698,"-0.36758583784103394,5.753939151763916,7.841759204864502,1469"
14699,"-0.36758583784103394,5.753939151763916,7.841759204864502,1469"
14700,"-0.36758583784103394,5.753939151763916,7.841759204864502,1470"
14701,"-0.36758583784103394,5.753939151763916,7.841759204864502,1470"
14702,"-0.36758583784103394,5.753939151763916,7.841759204864502,1470"
14703,"-0.36758583784103394,5.753939151763916,7.841759204864502,1470"
14704,"-0.36758583784103394,5.753939151763916,7.841759204864502,1470"
14705,"-0.36758583784103394,5.753939151763916,7.841759204864502,1470"
14706,"-0.36758583784103394,5.753939151763916,7.841759204864502,1470"
14707,"-0.36758583784103394,5.753939151763916,7.841759204864502,1470"
14708,"-0.36758583784103394,5.753939151763916,7.841759204864502,1470"
14709,"-0.36758583784103394,5.753939151763916,7.841759204864502,1470"
14710,"-0.36758583784103394,5.753939151763916,7.841759204864502,1471"
14711,"-0.36758583784103394,5.753939151763916,7.841759204864502,1471"
14712,"-0.36758583784103394,5.753939151763916,7.841759204864502,1471"
14713,"-0.36758583784103394,5.753939151763916,7.841759204864502,1471"
14714,"-0.36758583784103394,5.753939151763916,7.841759204864502,1471"
14715,"-0.36758583784103394,5.753939151763916,7.841759204864502,1471"
14716,"-0.36758583784103394,5.753939151763916,7.841759204864502,1471"
14717,"-0.36758583784103394,5.753939151763916,7.841759204864502,1471"
14718,"-0.36758583784103394,5.753939151763916,7.841759204864502,1471"
14719,"-0.36758583784103394,5.753939151763916,7.841759204864502,1471"
14720,"-0.36758583784103394,5.753939151763916,7.841759204864502,1472"
14721,"-0.36758583784103394,5.753939151763916,7.841759204864502,1472"
14722,"-0.36758583784103394,5.753939151763916,7.841759204864502,1472"
14723,"-0.36758583784103394,5.753939151763916,7.841759204864502,1472"
14724,"-0.36758583784103394,5.753939151763916,7.841759204864502,1472"
14725,"-0.36758583784103394,5.753939151763916,7.841759204864502,1472"
14726,"-0.36758583784103394,5.753939151763916,7.841759204864502,1472"
14727,"-0.36758583784103394,5.753939151763916,7.841759204864502,1472"
14728,"-0.36758583784103394,5.753939151763916,7.841759204864502,1472"
14729,"-0.36758583784103394,5.753939151763916,7.841759204864502,1472"
14730,"-0.36758583784103394,5.753939151763916,7.841759204864502,1473"
14731,"-0.36758583784103394,5.753939151763916,7.841759204864502,1473"
14732,"-0.36758583784103394,5.753939151763916,7.841759204864502,1473"
14733,"-0.36758583784103394,5.753939151763916,7.841759204864502,1473"
14734,"-0.36758583784103394,5.753939151763916,7.841759204864502,1473"
14735,"-0.36758583784103394,5.753939151763916,7.841759204864502,1473"
14736,"-0.36758583784103394,5.753939151763916,7.841759204864502,1473"
14737,"-0.36758583784103394,5.753939151763916,7.841759204864502,1473"
14738,"-0.36758583784103394,5.753939151763916,7.841759204864502,1473"
14739,"-0.36758583784103394,5.753939151763916,7.841759204864502,1473"
14740,"-0.36758583784103394,5.753939151763916,7.841759204864502,1474"
14741,"-0.36758583784103394,5.753939151763916,7.841759204864502,1474"
14742,"-0.36758583784103394,5.753939151763916,7.841759204864502,1474"
14743,"-0.36758583784103394,5.753939151763916,7.841759204864502,1474"
14744,"-0.36758583784103394,5.753939151763916,7.841759204864502,1474"
14745,"-0.36758583784103394,5.753939151763916,7.841759204864502,1474"
14746,"-0.36758583784103394,5.753939151763916,7.841759204864502,1474"
14747,"-0.36758583784103394,5.753939151763916,7.841759204864502,1474"
14748,"-0.36758583784103394,5.753939151763916,7.841759204864502,1474"
14749,"-0.36758583784103394,5.753939151763916,7.841759204864502,1474"
14750,"-0.36758583784103394,5.753939151763916,7.841759204864502,1475"
14751,"-0.36758583784103394,5.753939151763916,7.841759204864502,1475"
14752,"-0.36758583784103394,5.753939151763916,7.841759204864502,1475"
14753,"-0.36758583784103394,5.753939151763916,7.841759204864502,1475"
14754,"-0.36758583784103394,5.753939151763916,7.841759204864502,1475"
14755,"-0.36758583784103394,5.753939151763916,7.841759204864502,1475"
14756,"-0.36758583784103394,5.753939151763916,7.841759204864502,1475"
14757,"-0.36758583784103394,5.753939151763916,7.841759204864502,1475"
14758,"-0.36758583784103394,5.753939151763916,7.841759204864502,1475"
14759,"-0.36758583784103394,5.753939151763916,7.841759204864502,1475"
14760,"-0.36758583784103394,5.753939151763916,7.841759204864502,1476"
14761,"-0.36758583784103394,5.753939151763916,7.841759204864502,1476"
14762,"-0.36758583784103394,5.753939151763916,7.841759204864502,1476"
14763,"-0.36758583784103394,5.753939151763916,7.841759204864502,1476"
14764,"-0.36758583784103394,5.753939151763916,7.841759204864502,1476"
14765,"-0.36758583784103394,5.753939151763916,7.841759204864502,1476"
14766,"-0.36758583784103394,5.753939151763916,7.841759204864502,1476"
14767,"-0.36758583784103394,5.753939151763916,7.841759204864502,1476"
14768,"-0.36758583784103394,5.753939151763916,7.841759204864502,1476"
14769,"-0.36758583784103394,5.753939151763916,7.841759204864502,1476"
14770,"-0.36758583784103394,5.753939151763916,7.841759204864502,1477"
14771,"-0.36758583784103394,5.753939151763916,7.841759204864502,1477"
14772,"-0.36758583784103394,5.753939151763916,7.841759204864502,1477"
14773,"-0.36758583784103394,5.753939151763916,7.841759204864502,1477"
14774,"-0.36758583784103394,5.753939151763916,7.841759204864502,1477"
14775,"-0.36758583784103394,5.753939151763916,7.841759204864502,1477"
14776,"-0.36758583784103394,5.753939151763916,7.841759204864502,1477"
14777,"-0.36758583784103394,5.753939151763916,7.841759204864502,1477"
14778,"-0.36758583784103394,5.753939151763916,7.841759204864502,1477"
14779,"-0.36758583784103394,5.753939151763916,7.841759204864502,1477"
14780,"-0.36758583784103394,5.753939151763916,7.841759204864502,1478"
14781,"-0.36758583784103394,5.753939151763916,7.841759204864502,1478"
14782,"-0.36758583784103394,5.753939151763916,7.841759204864502,1478"
14783,"-0.36758583784103394,5.753939151763916,7.841759204864502,1478"
14784,"-0.36758583784103394,5.753939151763916,7.841759204864502,1478"
14785,"-0.36758583784103394,5.753939151763916,7.841759204864502,1478"
14786,"-0.36758583784103394,5.753939151763916,7.841759204864502,1478"
14787,"-0.36758583784103394,5.753939151763916,7.841759204864502,1478"
14788,"-0.36758583784103394,5.753939151763916,7.841759204864502,1478"
14789,"-0.36758583784103394,5.753939151763916,7.841759204864502,1478"
14790,"-0.36758583784103394,5.753939151763916,7.841759204864502,1479"
14791,"-0.36758583784103394,5.753939151763916,7.841759204864502,1479"
14792,"-0.36758583784103394,5.753939151763916,7.841759204864502,1479"
14793,"-0.36758583784103394,5.753939151763916,7.841759204864502,1479"
14794,"-0.36758583784103394,5.753939151763916,7.841759204864502,1479"
14795,"-0.36758583784103394,5.753939151763916,7.841759204864502,1479"
14796,"-0.36758583784103394,5.753939151763916,7.841759204864502,1479"
14797,"-0.36758583784103394,5.753939151763916,7.841759204864502,1479"
14798,"-0.36758583784103394,5.753939151763916,7.841759204864502,1479"
14799,"-0.36758583784103394,5.753939151763916,7.841759204864502,1479"
14800,"-0.36758583784103394,5.753939151763916,7.841759204864502,1480"
14801,"-0.36758583784103394,5.753939151763916,7.841759204864502,1480"
14802,"-0.36758583784103394,5.753939151763916,7.841759204864502,1480"
14803,"-0.36758583784103394,5.753939151763916,7.841759204864502,1480"
14804,"-0.36758583784103394,5.753939151763916,7.841759204864502,1480"
14805,"-0.36758583784103394,5.753939151763916,7.841759204864502,1480"
14806,"-0.36758583784103394,5.753939151763916,7.841759204864502,1480"
14807,"-0.36758583784103394,5.753939151763916,7.841759204864502,1480"
14808,"-0.36758583784103394,5.753939151763916,7.841759204864502,1480"
14809,"-0.36758583784103394,5.753939151763916,7.841759204864502,1480"
14810,"-0.36758583784103394,5.753939151763916,7.841759204864502,1481"
14811,"-0.36758583784103394,5.753939151763916,7.841759204864502,1481"
14812,"-0.36758583784103394,5.753939151763916,7.841759204864502,1481"
14813,"-0.36758583784103394,5.753939151763916,7.841759204864502,1481"
14814,"-0.36758583784103394,5.753939151763916,7.841759204864502,1481"
14815,"-0.36758583784103394,5.753939151763916,7.841759204864502,1481"
14816,"-0.36758583784103394,5.753939151763916,7.841759204864502,1481"
14817,"-0.36758583784103394,5.753939151763916,7.841759204864502,1481"
14818,"-0.36758583784103394,5.753939151763916,7.841759204864502,1481"
14819,"-0.36758583784103394,5.753939151763916,7.841759204864502,1481"
14820,"-0.36758583784103394,5.753939151763916,7.841759204864502,1482"
14821,"-0.36758583784103394,5.753939151763916,7.841759204864502,1482"
14822,"-0.36758583784103394,5.753939151763916,7.841759204864502,1482"
14823,"-0.36758583784103394,5.753939151763916,7.841759204864502,1482"
14824,"-0.36758583784103394,5.753939151763916,7.841759204864502,1482"
14825,"-0.36758583784103394,5.753939151763916,7.841759204864502,1482"
14826,"-0.36758583784103394,5.753939151763916,7.841759204864502,1482"
14827,"-0.36758583784103394,5.753939151763916,7.841759204864502,1482"
14828,"-0.36758583784103394,5.753939151763916,7.841759204864502,1482"
14829,"-0.36758583784103394,5.753939151763916,7.841759204864502,1482"
